	id	label	tweet
30189	30190	1	 leave   gweh below           no longer debate wypipo about  slaver  
30233	30234	1	jeffsessions  attorneygeneral    alabama trump staing   racewar     let him chaos fear weaponry 
30242	30243	1	  always amazed     number   excellent black athletes       play   racist schools   racist states ncaa 
30249	30250	1	    btw gandhi        india  adores him without following him
30264	30265	1	         systemic rather     humanity being human     power   reinforced each minute
30268	30269	1	  might     libtard   libtard  sjw liberal politics 
30271	30272	1	 strangely silent     idiotic  statement      surprised twonitwittrumpsuppoers
30281	30282	1	perpetuates   aampe changes title   kkk documentary amid criticism  
30290	30291	1	          listen     woman   goes   church   kills thousands fascist  brexit liar murderer
30293	30294	1	nosurprise  performing  trumpinauguration mormonism    amp polygamist roots kin   adultery moneyovermorals
30301	30302	1	chomsky israeli apaheid much worse   south africa   israel internationallaw occupation  bds
30350	30351	1	woman   cou   racism charge  
30372	30373	1	 agreed   same   true       they   overused terms       result   fast becoming meaningless 
30397	30398	1	let   tell     story about    videogames specifically marvel super heroes vs streetfighter 
30402	30403	1	     please stop go away amp     ugly skank      pussygrabber 
30425	30426	1	 allahsoil     muslims   islamic extremists     few      emiratis 
30444	30445	1	billionaire chair   trump says he hopes obama dies   michelle goes back   being   male ape   africa  usa usa meltingpot
30453	30454	1	new video shows      guy      he staed   abuse   humiliated   muslim guy 
30488	30489	1	trump ny cochair makes racist remarks about michelle obama      fyi  tcot
30489	30490	1	  agreed   same   true       they   overused terms       result   fast becomin
30493	30494	1	happyholidays   try            christmaseve   
30496	30497	1	judge lets  rapist johnrkhoward wlk aftr   rape     special needs blk teen ddnt wnt tht     record wud nevr work   reverse
30520	30521	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
30526	30527	1	    still rooted     societys attitude towards black womens hair read     candide uyanze 
30530	30531	1	homicides rose   most big cities   year    wall street journal povey  inequity illegalguns  
30537	30538	1	he may   correct       pay attention     communist  
30545	30546	1	sikh temple vandalised     calgary wso condemns  act  
30579	30580	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
30599	30600	1	  like  waronwomen amp guncontrol  need russia       bad guy     excuse     bad ideology tlot  
30606	30607	1	    need    these universities   indoctrinating   children turning them   idiots amp snowflakes amp 
30615	30616	1	    black amp   like      stomping       retweet tampa miami 
30635	30636	1	history       kind   those   enable   corruption    misogny        emb 
30641	30642	1	 allahsoil people around   world   afraid   world   primed   react     emiratis 
30659	30660	1	   real jeff sessions   neverump swampmonster  
30699	30700	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
30700	30701	1	   popefrancis called out  xenophobic trump     would  catholicchurch suppo
30704	30705	1	awesome black man gets kkk members   disavow   befriending them   blacklivesmatter
30707	30708	1	lol these pasty cakes telling   rockette   quit     her choice      suppo    asshat president   pure comedy weirdos
30731	30732	1	 allahsoil theres no   thing     average christian   muslim   jew     
30754	30755	1	like msian opposition     claim   bangladeshis voted   bn no evidence   people believe     
30761	30762	1	 boycotttigerwoods stop normalizing   antisemite bigot  
30770	30771	1	zionism     form    
30777	30778	1	 allahsoil       three stages   empire imperialism colonialism   neocolonialism  
30793	30794	1	  drunk lady falls     heater   pubfriction amp     indian friend   trying   help   he   being thrown out  houston midtown
30796	30797	1	       real aungsansuukyi  rohingya genocide persecution  asean burma myanmar rape humanrights htt
30829	30830	1	 icymi yesterday         one peh venue offers   nye enteainment rapeculture    vaw      ht
30831	30832	1	     only one requirement     job     us president being male stillwithher hillaryclinton neverump 
30835	30836	1	   term  works   ways   those         happy   keep bandying   about justsaying
30839	30840	1	bruh  amp    nothing new   whole deltaairlines debacle wouldve     
30860	30861	1	   trafficking     amp     profit       word nigger   sell music   
30881	30882	1	katiesikphoto   proud   present thesexismproject team    feminism 
30900	30901	1	 allahsoil culture   like   horizonalways       never   reach     
30902	30903	1	       waiting   somebody other       call          see anybody doing  
30916	30917	1	  altright movement   like  mustfall 
30921	30922	1	prince charles offers   danger   robinson he aint wrong trump fascism   
30931	30932	1	 patriotwatch  nooltham   eltham refugees auspol   asylumseekers rwnj 
30932	30933	1	        problem   america today  dumbism    dumb     equal oppounity killer   dreams
30937	30938	1	   antiwhites brag about   inevitable brown future   scream      oppose     pushing whitegenocide
30951	30952	1	sure sunderland   alone  incidents   sunderland     double after brexit vote 
30957	30958	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
30978	30979	1	he   attracted   asian women sends     pic     korean woman   says they   look   same passing   off   
31026	31027	1	oops carl paladino   mean   publicly post racist comments    blm youngturks
31040	31041	1	   those opposed    negligence hatred injustice climatecrimes ecocide   let trump  
31045	31046	1	book  enduring conviction fred korematsu amp   quest   justice  humanrights ht 
31047	31048	1	 sex top  porn video
31132	31133	1	 ignorant  pamelaramseytaylorpraised   cretin beverlywhalingreinstated   her job   stateampfederal funde 
31178	31179	1	    time   realized   weve done  hate exploitation read americas history 
31179	31180	1	 no       termed him   outsider   gave     right   only        indian   many   us 
31196	31197	1	 apparently   only thing     hate   asian parents     instilling massive amounts       
31201	31202	1	    ny developer   racistdeathwish   
31228	31229	1	  reading list     new year   afrofuturism anarchism capitalism colonialism magicrealism   
31240	31241	1	 john terry   chose white christmas     favourite christmas song    no surprise   
31262	31263	1	openly   total  against obama russias graceless goodbye   americas   black president 
31272	31273	1	goodbye    definitely hope   leave behind 
31299	31300	1	beware     snowball effect black men theyre     women    
31318	31319	1	 perfect timing     tweet  staup  
31341	31342	1	zionism     ultraohodox jewish childrens worksheet says nonjews   evil 
31343	31344	1	malia shake   ass     finepass   blunt 
31364	31365	1	america   racist       plethora   reasons   someone     like obama   ignorant   many fashio 
31365	31366	1	  okay        course     traitor  bully notmypres notmypresident 
31372	31373	1	 activists     stop    sure     begin let us show      cc 
31398	31399	1	           need   change  profiling economicapahied hatespeech   get service     poor 
31404	31405	1	      like   politics thats one thing           pathetic  
31407	31408	1	buffalo school board moves   oust controversial  ally    remarks trumpocalypse 
31421	31422	1	preorder live cp swiftly sharpens   fang  dystopian tale    
31443	31444	1	      amp   sick fuck he looks like   pedophile friend  
31460	31461	1	  might     libtard   libtard  sjw liberal politics 
31483	31484	1	 jeffsessions thinks     notice   he redacts decades   ove      application   ag confirmation 
31484	31485	1	  sea shepherd suppoers   racist   antiracism seashepherd
31492	31493	1	  might     libtard   libtard  sjw liberal politics 
31501	31502	1	  also     love   usa       hea     suppo trump   he hates half     
31505	31506	1	greetings     us     world  discrimination 
31531	31532	1	thanks   racists  fascist        fascism sucks refugeeswelcome 
31536	31537	1	  fuck done   mansplaining   other  bullshit 
31541	31542	1	  ends      hopeful message against      music industry  via 
31562	31563	1	      every election ushers   lies hate  misogyny     incineration   democracy
31580	31581	1	    white people expats     rest   us   immigrants   whiteprivilege
31594	31595	1	   might     libtard   libtard  sjw liberal politics 
31603	31604	1	 girl get fuck bondage leather girl
31604	31605	1	 dwyane wade nbavote        hate  boycottdelta islamophobia
31606	31607	1	            hate those muzzies 
31608	31609	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
31637	31638	1	   might     libtard   libtard  sjw liberal politics 
31661	31662	1	  us citizens     ourselves     period   great contradictions iefascistdemocracy  seems     
31665	31666	1	 antisemitism  kills    remember noone   born   hate love   change   world 
31667	31668	1	   dems need   keep feeding    narrative marxism
31670	31671	1	    santa always white  newswithed 
31680	31681	1	 chick gets fucked crazy european sex
